"2907054";"Pemerintah Daerah Kabupaten Sleman";"PT Kala Prana konsultan"
"2695054";"Pemerintah Daerah Kabupaten Sleman";"PT Kala Prana konsultan"
"2623054";"Pemerintah Daerah Kabupaten Sleman";"PT Kala Prana konsultan"
"2445054";"Pemerintah Daerah Kabupaten Sleman";"PT Kala Prana konsultan"
"2220054";"Pemerintah Daerah Kabupaten Sleman";"PT Kala Prana konsultan"
"2219054";"Pemerintah Daerah Kabupaten Sleman";"PT Kala Prana konsultan"
"2218054";"Pemerintah Daerah Kabupaten Sleman";"PT Kala Prana konsultan"
"2217054";"Pemerintah Daerah Kabupaten Sleman";"PT Kala Prana konsultan"
"2216054";"Pemerintah Daerah Kabupaten Sleman";"PT Kala Prana konsultan"
"2062054";"Unit Layanan Pengadaan";"PT Kala Prana konsultan"
"1726054";"Unit Layanan Pengadaan";"PT Kala Prana konsultan"
"1720054";"Unit Layanan Pengadaan";"PT Kala Prana konsultan"
"1650054";"Unit Layanan Pengadaan";"PT Kala Prana konsultan"
"1644054";"Unit Layanan Pengadaan";"PT Kala Prana konsultan"
"1643054";"Unit Layanan Pengadaan";"PT Kala Prana konsultan"
"1551054";"Unit Layanan Pengadaan";"PT Kala Prana konsultan"
"1374054";"Unit Layanan Pengadaan";"PT Kala Prana konsultan"
"1035054";"Unit Layanan Pengadaan";"PT Kala Prana konsultan"
"966054";"Unit Layanan Pengadaan";"PT Kala Prana konsultan"
"888054";"Unit Layanan Pengadaan";"PT Kala Prana konsultan"
"882054";"Unit Layanan Pengadaan";"PT Kala Prana konsultan"
"764054";"Pemerintah Kabupaten Sleman";"PT Kala Prana konsultan"
"663054";"Pemerintah Kabupaten Sleman";"PT Kala Prana konsultan"
"567054";"Pemerintah Kabupaten Sleman";"PT Kala Prana konsultan"
"71054";"Pemerintah Kabupaten Sleman";"PT Kala Prana konsultan"
"70054";"Pemerintah Kabupaten Sleman";"PT Kala Prana konsultan"
"1827367";"Pemerintah Daerah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"1689367";"Pemerintah Daerah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"1635367";"Pemerintah Daerah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"1566367";"Pemerintah Daerah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"1466367";"Pemerintah Daerah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"1450367";"Pemerintah Daerah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"1401367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"1325367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"1260367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"1240367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"1209367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"1188367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"1187367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"1186367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"1166367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"1137367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"1136367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"883367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"881367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"879367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"820367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"818367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"765367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"733367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"715367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"518367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"161367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"160367";"Pemerintah Kabupaten Kulon Progo";"PT Kala Prana konsultan"
"6338013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"PT Kala Prana konsultan"
"6324013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"PT Kala Prana konsultan"
"6216013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"PT Kala Prana konsultan"
"6110013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"PT Kala Prana konsultan"
"5896013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"PT Kala Prana konsultan"
"5222013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"PT Kala Prana konsultan"
"5221013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"PT Kala Prana konsultan"
"5211013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"PT Kala Prana konsultan"
"4652013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"PT Kala Prana konsultan"
"4356013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"PT Kala Prana konsultan"
"4342013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"PT Kala Prana konsultan"
"4304013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"PT Kala Prana konsultan"
"4276013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"4010013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"3936013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"3920013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"3788013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"3525013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"3515013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"3406013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"3398013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"3158013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"3151013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"3015013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"2960013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"2937013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"2934013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"2927013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"2828013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"2740013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"2738013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"2736013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"2710013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"2659013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"2649013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"2592013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"2431013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"2204013";"Balai Bahasa Yogyakarta";"PT Kala Prana konsultan"
"2174013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"2126013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"2063013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"2037013";"Pemerintah Kabupaten Gunungkidul";"PT Kala Prana konsultan"
"1926013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"1874013";"Pemerintah Kabupaten Gunungkidul";"PT Kala Prana konsultan"
"1789013";"Sekolah Menengah Kejuruan SMTI Yogyakarta";"PT Kala Prana konsultan"
"1601013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"1324013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"1104013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"843013";"Pemerintah Kabupaten Gunungkidul";"PT Kala Prana konsultan"
"826013";"ULP Pemerintah Daerah Daerah Istimewa Yogyakarta";"PT Kala Prana konsultan"
"3416021";"Pemerintah Daerah Kota Yogyakarta";"PT Kala Prana konsultan"
"3354021";"Kementerian Riset, Teknologi, dan Pendidikan Tinggi";"PT Kala Prana konsultan"
"3301021";"Kementerian Riset, Teknologi, dan Pendidikan Tinggi";"PT Kala Prana konsultan"
"2292021";;"PT Kala Prana konsultan"
"2290021";"Pemerintah Daerah Kota Yogyakarta";"PT Kala Prana konsultan"
"2275021";;"PT Kala Prana konsultan"
"2272021";"Pusat Pengembangan SDM Reg Yogyakarta";"PT Kala Prana konsultan"
"2017021";;"PT Kala Prana konsultan"
"1991021";;"PT Kala Prana konsultan"
"1846021";;"PT Kala Prana konsultan"
"1845021";;"PT Kala Prana konsultan"
"1824021";;"PT Kala Prana konsultan"
"1811021";"Universitas Negeri Yogyakarta";"PT Kala Prana konsultan"
"1772021";;"PT Kala Prana konsultan"
"1756021";"Balai Besar Kesehatan Paru Masyarakat Surakarta";"PT Kala Prana konsultan"
"1750021";;"PT Kala Prana konsultan"
"1749021";;"PT Kala Prana konsultan"
"1550021";"Museum Beteng Vredeburg Yogyakarta";"PT Kala Prana konsultan"
"1295021";;"PT Kala Prana konsultan"
"1292021";;"PT Kala Prana konsultan"
"1285021";"Universitas Negeri Yogyakarta";"PT Kala Prana konsultan"
"1279021";;"PT Kala Prana konsultan"
"1268021";"Institut Seni Indonesia Yogyakarta";"PT Kala Prana konsultan"
"1266021";;"PT Kala Prana konsultan"
"1223021";;"PT Kala Prana konsultan"
"1174021";;"PT Kala Prana konsultan"
"1170021";"Balai Besar Kesehatan Paru Masyarakat Surakarta";"PT Kala Prana konsultan"
"779021";;"PT Kala Prana konsultan"
"735021";;"PT Kala Prana konsultan"
"710021";;"PT Kala Prana konsultan"
"343021";;"PT Kala Prana konsultan"
"820621";"Pemerintah Daerah Kabupaten Gunung Kidul";"PT Kala Prana konsultan"
"817621";"Pemerintah Daerah Kabupaten Gunung Kidul";"PT Kala Prana konsultan"
"467621";"Pemerintah Kabupaten Gunungkidul";"PT Kala Prana konsultan"
"302621";"Pemerintah Kabupaten Gunungkidul";"PT Kala Prana konsultan"
"213621";"Pemerintah Kabupaten Gunungkidul";"PT Kala Prana konsultan"
"105621";"Pemerintah Kabupaten Gunungkidul";"PT Kala Prana konsultan"
"40621";"Pemerintah Kabupaten Gunungkidul";"PT Kala Prana konsultan"
"33621";"Pemerintah Kabupaten Gunungkidul";"PT Kala Prana konsultan"
"213621";"Pemerintah Kabupaten Gunungkidul";"PT Kala Prana konsultan"
"105621";"Pemerintah Kabupaten Gunungkidul";"PT Kala Prana konsultan"
"40621";"Pemerintah Kabupaten Gunungkidul";"PT Kala Prana konsultan"
"33621";"Pemerintah Kabupaten Gunungkidul";"PT Kala Prana konsultan"
"1086285";"UNIT LAYANAN PENGADAAN PEMERINTAH KABUPATEN BANTUL";"PT Kala Prana konsultan"
"674285";"UNIT LAYANAN PENGADAAN PEMERINTAH KABUPATEN BANTUL";"PT Kala Prana konsultan"
"673285";"UNIT LAYANAN PENGADAAN PEMERINTAH KABUPATEN BANTUL";"PT Kala Prana konsultan"
"171285";"Pemerintah Kabupaten Bantul";"PT Kala Prana konsultan"
"2712054";"Pemerintah Daerah Kabupaten Sleman";"CV. Multi Citra Graha"
"2708054";"Pemerintah Daerah Kabupaten Sleman";"CV. Multi Citra Graha"
"2706054";"Pemerintah Daerah Kabupaten Sleman";"CV. Multi Citra Graha"
"2704054";"Pemerintah Daerah Kabupaten Sleman";"CV. Multi Citra Graha"
"2698054";"Pemerintah Daerah Kabupaten Sleman";"CV. Multi Citra Graha"
"2694054";"Pemerintah Daerah Kabupaten Sleman";"CV. Multi Citra Graha"
"2656054";"Pemerintah Daerah Kabupaten Sleman";"CV. Multi Citra Graha"
"2487054";"Pemerintah Daerah Kabupaten Sleman";"CV. Multi Citra Graha"
"2462054";"Pemerintah Daerah Kabupaten Sleman";"CV. Multi Citra Graha"
"2437054";"Pemerintah Daerah Kabupaten Sleman";"CV. Multi Citra Graha"
"2406054";"Pemerintah Daerah Kabupaten Sleman";"CV. Multi Citra Graha"
"2368054";"Pemerintah Daerah Kabupaten Sleman";"CV. Multi Citra Graha"
"2318054";"Pemerintah Daerah Kabupaten Sleman";"CV. Multi Citra Graha"
"2264054";"Pemerintah Daerah Kabupaten Sleman";"CV. Multi Citra Graha"
"2213054";"Pemerintah Daerah Kabupaten Sleman";"CV. Multi Citra Graha"
"2203054";"Pemerintah Daerah Kabupaten Sleman";"CV. Multi Citra Graha"
"2197054";"Pemerintah Daerah Kabupaten Sleman";"CV. Multi Citra Graha"
"1980054";"Unit Layanan Pengadaan";"CV. Multi Citra Graha"
"1924054";"Unit Layanan Pengadaan";"CV. Multi Citra Graha"
"1923054";"Unit Layanan Pengadaan";"CV. Multi Citra Graha"
"1838054";"Unit Layanan Pengadaan";"CV. Multi Citra Graha"
"1802054";"Instansi Vertika,BUMD  dan  Organisasi Lain Kabupaten Sleman";"CV. Multi Citra Graha"
"1785054";"Unit Layanan Pengadaan";"CV. Multi Citra Graha"
"1736054";"Unit Layanan Pengadaan";"CV. Multi Citra Graha"
"1724054";"Unit Layanan Pengadaan";"CV. Multi Citra Graha"
"1722054";"Unit Layanan Pengadaan";"CV. Multi Citra Graha"
"1426054";"Unit Layanan Pengadaan";"CV. Multi Citra Graha"
"1287054";"Unit Layanan Pengadaan";"CV. Multi Citra Graha"
"1284054";"Unit Layanan Pengadaan";"CV. Multi Citra Graha"
"1278054";"Unit Layanan Pengadaan";"CV. Multi Citra Graha"
"924054";"Unit Layanan Pengadaan";"CV. Multi Citra Graha"
"896054";"Unit Layanan Pengadaan";"CV. Multi Citra Graha"
"886054";"Unit Layanan Pengadaan";"CV. Multi Citra Graha"
"883054";"Unit Layanan Pengadaan";"CV. Multi Citra Graha"
"727054";"Pemerintah Kabupaten Sleman";"CV. Multi Citra Graha"
"700054";"Pemerintah Kabupaten Sleman";"CV. Multi Citra Graha"
"617054";"Pemerintah Kabupaten Sleman";"CV. Multi Citra Graha"
"569054";"Pemerintah Kabupaten Sleman";"CV. Multi Citra Graha"
"565054";"Pemerintah Kabupaten Sleman";"CV. Multi Citra Graha"
"542054";"Pemerintah Kabupaten Sleman";"CV. Multi Citra Graha"
"529054";"Pemerintah Kabupaten Sleman";"CV. Multi Citra Graha"
"528054";"Pemerintah Kabupaten Sleman";"CV. Multi Citra Graha"
"520054";"Pemerintah Kabupaten Sleman";"CV. Multi Citra Graha"
"519054";"Pemerintah Kabupaten Sleman";"CV. Multi Citra Graha"
"175054";"Pemerintah Kabupaten Sleman";"CV. Multi Citra Graha"
"75054";"Pemerintah Kabupaten Sleman";"CV. Multi Citra Graha"
"72054";"Pemerintah Kabupaten Sleman";"CV. Multi Citra Graha"
"1828367";"Pemerintah Daerah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"1758367";"Pemerintah Daerah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"1736367";"Pemerintah Daerah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"1735367";"Pemerintah Daerah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"1734367";"Pemerintah Daerah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"1716367";"Pemerintah Daerah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"1687367";"Pemerintah Daerah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"1589367";"Pemerintah Daerah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"1563367";"Pemerintah Daerah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"1454367";"Pemerintah Daerah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"1445367";"Pemerintah Daerah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"1437367";"Pemerintah Daerah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"1434367";"Pemerintah Daerah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"1400367";"Pemerintah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"1263367";"Pemerintah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"1210367";"Pemerintah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"1113367";"Pemerintah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"1112367";"Pemerintah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"943367";"Pemerintah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"822367";"Pemerintah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"736367";"Pemerintah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"735367";"Pemerintah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"714367";"Pemerintah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"439367";"Pemerintah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"431367";"Pemerintah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"381367";"Pemerintah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"374367";"Pemerintah Kabupaten Kulon Progo";"CV. Multi Citra Graha"
"6585013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"CV. Multi Citra Graha"
"6485013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"CV. Multi Citra Graha"
"6302013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"CV. Multi Citra Graha"
"6272013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"CV. Multi Citra Graha"
"6220013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"CV. Multi Citra Graha"
"6087013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"CV. Multi Citra Graha"
"6058013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"CV. Multi Citra Graha"
"5892013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"CV. Multi Citra Graha"
"5624013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"CV. Multi Citra Graha"
"5202013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"CV. Multi Citra Graha"
"5152013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"CV. Multi Citra Graha"
"5049013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"CV. Multi Citra Graha"
"4903013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"CV. Multi Citra Graha"
"4873013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"CV. Multi Citra Graha"
"4863013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"CV. Multi Citra Graha"
"4768013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"CV. Multi Citra Graha"
"4586013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"CV. Multi Citra Graha"
"4526013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"CV. Multi Citra Graha"
"4399013";"Pemerintah Daerah Provinsi D. I. Yogyakarta";"CV. Multi Citra Graha"
